,phases,windings,wdg,bus,conn,kV,kVA,tap,%R,Rneut,Xneut,buses,conns,kVs,kVAs,taps,XHL,XHT,XLT,Xscarray,thermal,n,m,flrise,hsrise,%loadloss,%noloadloss,normhkVA,emerghkVA,sub,MaxTap,MinTap,NumTaps,subname,%imag,ppm_antifloat,%Rs,bank,XfmrCode,XRConst,X12,X13,X23,LeadLag,WdgCurrents,Core,RdcOhms,Seasons,Ratings,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Transformer.tr(r:rdt1589-rdt1589lv),1,3,3,rdt1589lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1589.1', 'rdt1589lv.1.0', 'rdt1589lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3038959, (-29.308), 8.683593, (149.12), 8.682013, (149.14), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1590-rdt1590lv),1,3,3,rdt1590lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1590.1', 'rdt1590lv.1.0', 'rdt1590lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3079847, (-26.255), 8.982868, (152.95), 8.98086, (152.97), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1591-rdt1591lv),1,3,3,rdt1591lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1591.1', 'rdt1591lv.1.0', 'rdt1591lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3280287, (-28.184), 9.588747, (151.02), 9.586385, (151.04), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1592-rdt1592lv),1,3,3,rdt1592lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1592.1', 'rdt1592lv.1.0', 'rdt1592lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3298536, (-27.077), 9.640887, (152.16), 9.638609, (152.18), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1593-rdt1593lv),1,3,3,rdt1593lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1593.1', 'rdt1593lv.1.0', 'rdt1593lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.291828, (-3.4072), 38.26054, (176.52), 38.25697, (176.61), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1594-rdt1594lv),1,3,3,rdt1594lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1594.3', 'rdt1594lv.1.0', 'rdt1594lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1409555, (89.211), 3.983218, (-92.848), 3.982677, (-92.838), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1595-rdt1595lv),1,3,3,rdt1595lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1595.3', 'rdt1595lv.1.0', 'rdt1595lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6319166, (89.869), 18.52889, (-90.898), 18.52197, (-90.859), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1596-rdt1596lv),1,3,3,rdt1596lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1596.1', 'rdt1596lv.1.0', 'rdt1596lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4702111, (-12.627), 13.62083, (166.93), 13.61906, (166.97), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1597-rdt1597lv),1,3,3,rdt1597lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1597.1', 'rdt1597lv.1.0', 'rdt1597lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.08918141, (-29.203), 2.427066, (147.57), 2.426841, (147.58), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1598-rdt1598lv),1,3,3,rdt1598lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1598.2', 'rdt1598lv.1.0', 'rdt1598lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.493906, (-148.6), 44.13829, (30.904), 44.12001, (30.949), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1599-rdt1599lv),1,3,3,rdt1599lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1599.2', 'rdt1599lv.1.0', 'rdt1599lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1398228, (-148.21), 3.942717, (29.863), 3.942206, (29.873), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1600-rdt1600lv),1,3,3,rdt1600lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1600.3', 'rdt1600lv.1.0', 'rdt1600lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.0828548, (94.245), 2.228923, (-88.864), 2.228737, (-88.859), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1601-rdt1601lv),1,3,3,rdt1601lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1601.1', 'rdt1601lv.1.0', 'rdt1601lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.9593218, (-22.541), 28.05822, (156.85), 28.05211, (156.88), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1602-rdt1602lv),1,3,3,rdt1602lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1602.1', 'rdt1602lv.1.0', 'rdt1602lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3817988, (-28.196), 11.20179, (151.11), 11.19866, (151.14), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1603-rdt1603lv),1,3,3,rdt1603lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1603.1', 'rdt1603lv.1.0', 'rdt1603lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1356934, (-30.493), 3.824328, (147.36), 3.823827, (147.37), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1604-rdt1604lv),1,3,3,rdt1604lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1604.1', 'rdt1604lv.1.0', 'rdt1604lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.5263117, (-26.821), 15.0919, (151.86), 15.08981, (151.88), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1605-rdt1605lv),1,3,3,rdt1605lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1605.2', 'rdt1605lv.1.0', 'rdt1605lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1727147, (-147.43), 4.926803, (31.052), 4.926072, (31.064), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1606-rdt1606lv),1,3,3,rdt1606lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1606.1', 'rdt1606lv.1.0', 'rdt1606lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.6995645, (-25.796), 20.54016, (153.6), 20.53286, (153.64), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1607-rdt1607lv),1,3,3,rdt1607lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1607.2', 'rdt1607lv.1.0', 'rdt1607lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.2317931, (-132.25), 6.465689, (46.852), 6.465214, (46.868), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1608-rdt1608lv),1,3,3,rdt1608lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1608.2', 'rdt1608lv.1.0', 'rdt1608lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1187551, (-148.65), 3.311694, (29.016), 3.311312, (29.025), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1609-rdt1609lv),1,3,3,rdt1609lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1609.3', 'rdt1609lv.1.0', 'rdt1609lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.8409638, (93.041), 24.53269, (-87.777), 24.52719, (-87.751), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1610-rdt1610lv),1,3,3,rdt1610lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1610.1', 'rdt1610lv.1.0', 'rdt1610lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4683309, (-4.4268), 13.5528, (175.42), 13.552, (175.46), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1611-rdt1611lv),1,3,3,rdt1611lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1611.2', 'rdt1611lv.1.0', 'rdt1611lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3269715, (-148.01), 9.556292, (31.187), 9.553952, (31.21), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1612-rdt1612lv),1,3,3,rdt1612lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1612.2', 'rdt1612lv.1.0', 'rdt1612lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4544366, (-124.56), 13.13591, (55.279), 13.13513, (55.311), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1613-rdt1613lv),1,3,3,rdt1613lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1613.1', 'rdt1613lv.1.0', 'rdt1613lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3290477, (-26.95), 9.61609, (152.28), 9.613828, (152.31), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1614-rdt1614lv),1,3,3,rdt1614lv.0.2,wye ,0.12,50,1,0.532544,-1,0,"['rdt1614.2', 'rdt1614lv.1.0', 'rdt1614lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['50', '50', '50']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.37,55,75,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"1.446472, (-138.73), 42.65852, (40.923), 42.64678, (40.97), ",shell,0.001303668,1,['1100'],7.6389,10.417,0.007,100,36,60,True,
Transformer.tr(r:rdt1615-rdt1615lv),1,3,3,rdt1615lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1615.2', 'rdt1615lv.1.0', 'rdt1615lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1383188, (-147.75), 3.8964, (30.328), 3.895905, (30.338), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1616-rdt1616lv),1,3,3,rdt1616lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1616.1', 'rdt1616lv.1.0', 'rdt1616lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4683423, (-4.4487), 13.5534, (175.4), 13.5526, (175.44), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1617-rdt1617lv),1,3,3,rdt1617lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1617.1', 'rdt1617lv.1.0', 'rdt1617lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.191181, (-29.878), 5.487004, (148.66), 5.486083, (148.67), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1618-rdt1618lv),1,3,3,rdt1618lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1618.2', 'rdt1618lv.1.0', 'rdt1618lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1381748, (-147.71), 3.891834, (30.363), 3.891341, (30.373), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1619-rdt1619lv),1,3,3,rdt1619lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1619.3', 'rdt1619lv.1.0', 'rdt1619lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.1771327, (93.533), 4.869857, (-89.012), 4.86941, (-89.001), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1620-rdt1620lv),1,3,3,rdt1620lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1620.1', 'rdt1620lv.1.0', 'rdt1620lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3288109, (-26.994), 9.609176, (152.24), 9.606903, (152.26), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1621-rdt1621lv),1,3,3,rdt1621lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1621.3', 'rdt1621lv.1.0', 'rdt1621lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4356518, (94.982), 12.61835, (-85.958), 12.61555, (-85.93), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1622-rdt1622lv),1,3,3,rdt1622lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1622.3', 'rdt1622lv.1.0', 'rdt1622lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1500105, (93.148), 4.244685, (-88.561), 4.244124, (-88.55), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1623-rdt1623lv),1,3,3,rdt1623lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1623.3', 'rdt1623lv.1.0', 'rdt1623lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.09936222, (93.304), 2.725676, (-89.338), 2.725411, (-89.331), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1624-rdt1624lv),1,3,3,rdt1624lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1624.1', 'rdt1624lv.1.0', 'rdt1624lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.3491455, (-10.084), 9.983545, (169.45), 9.982688, (169.47), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
Transformer.tr(r:rdt1625-rdt1625lv),1,3,3,rdt1625lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1625.3', 'rdt1625lv.1.0', 'rdt1625lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3292755, (92.99), 9.623146, (-87.774), 9.620873, (-87.751), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1626-rdt1626lv),1,3,3,rdt1626lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1626.3', 'rdt1626lv.1.0', 'rdt1626lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.3276351, (91.888), 9.576559, (-88.909), 9.574199, (-88.886), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1627-rdt1627lv),1,3,3,rdt1627lv.0.2,wye ,0.12,10,1,0.832101,-1,0,"['rdt1627.2', 'rdt1627lv.1.0', 'rdt1627lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['10', '10', '10']","['1', '1', '1']",1.08,0.72,1.08,"['1.08', '0.72', '1.08']",2,.8,.8,65,15,1.248151,0.68,11,15,n,1.1,0.9,32,,0,1,"['0.41605', '0.832101', '0.832101']",,,NO,1.08,0.72,1.08,Lag,"0.1382808, (-147.74), 3.895154, (30.344), 3.894659, (30.354), ",shell,0.01018492,1,['1100'],1.5278,2.0833,0.007,100,36,60,True,
Transformer.tr(r:rdt1628-rdt1628lv),1,3,3,rdt1628lv.0.2,wye ,0.12,25,1,0.532544,-1,0,"['rdt1628.3', 'rdt1628lv.1.0', 'rdt1628lv.0.2']","['wye', 'wye', 'wye']","['7.2', '0.12', '0.12']","['25', '25', '25']","['1', '1', '1']",2.4,1.6,2.4,"['2.4', '1.6', '2.4']",2,.8,.8,65,15,0.798816,0.472,27.5,37.5,n,1.1,0.9,32,,0,1,"['0.266272', '0.532544', '0.532544']",,,NO,2.4,1.6,2.4,Lag,"0.4391783, (94.091), 12.72776, (-86.87), 12.72484, (-86.841), ",shell,0.002607335,1,['1100'],3.8194,5.2083,0.007,100,36,60,True,
