hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
56, 1800.00000, 981.475, 18.2623, 1017.04, 18.6798, 987.371, 17.9453
56, 2700.00000, 904.832, 18.9795, 929.719, 19.3945, 934.084, 18.3858
57, 0.00000, 914.316, 19.6932, 923.029, 19.9306, 925.354, 19.0426
57, 900.00000, 988.216, 20.7629, 963.649, 20.9663, 986.143, 20.5042
57, 1800.00000, 946.901, 20.1588, 932.613, 20.6443, 935.192, 19.7553
57, 2700.00000, 930.752, 20.5423, 922.802, 20.9259, 913.436, 20.2335
58, 0.00000, 889.26, 21.2202, 873.04, 22.2158, 858.877, 21.3667
58, 900.00000, 892.071, 20.2797, 892.793, 21.7217, 904.694, 19.9134
58, 1800.00000, 869.75, 19.9585, 873.407, 21.2878, 893.905, 19.4682
58, 2700.00000, 839.408, 20.8067, 846.076, 21.9364, 860.262, 20.0845
59, 0.00000, 791.652, 20.8134, 805.519, 21.7132, 820.019, 20.185
59, 900.00000, 773.885, 20.5128, 805.945, 21.4606, 808.401, 20.1589
59, 1800.00000, 773.699, 20.4524, 783.683, 21.629, 800.869, 20.1896
59, 2700.00000, 767.751, 20.6095, 758.064, 21.734, 784.579, 20.4582
60, 0.00000, 779.83, 20.8923, 782.712, 21.9904, 796.029, 20.5803
60, 900.00000, 799.502, 21.0896, 826.974, 21.6092, 809.801, 20.7023
60, 1800.00000, 773.698, 20.6453, 801.274, 21, 790.006, 20.3324
60, 2700.00000, 761.073, 20.2923, 764.475, 20.5864, 775.001, 19.7751
61, 0.00000, 789.503, 20.4066, 798.533, 20.6454, 785.863, 20.1534
61, 900.00000, 778.398, 19.7089, 810.995, 20.0789, 784.351, 19.7299
61, 1800.00000, 783.896, 19.2199, 828.445, 19.5769, 800.157, 19.2704
61, 2700.00000, 768.627, 18.8554, 803.724, 18.9536, 791.953, 18.8612
62, 0.00000, 747.991, 18.1203, 780.257, 18.3737, 813.912, 17.611
62, 900.00000, 737.021, 17.3381, 765.291, 17.5448, 816.463, 17.0015
62, 1800.00000, 768.732, 17.6395, 790.405, 17.4794, 822.175, 17.0604
62, 2700.00000, 789.218, 17.4624, 813.7, 17.289, 791.964, 17.3768
63, 0.00000, 824.58, 17.3712, 847.669, 17.1207, 822.583, 17.3343
63, 900.00000, 852.68, 17.2065, 864.328, 17.0804, 835.867, 17.231
63, 1800.00000, 867.702, 17.0884, 894.439, 17.0921, 847.211, 17.1725
63, 2700.00000, 877.433, 16.9096, 926.755, 16.959, 858.941, 17.0114
64, 0.00000, 906.614, 17.6754, 935.814, 17.5698, 862.834, 17.4093
64, 900.00000, 960.516, 17.78, 972.88, 17.8767, 914.88, 17.5085
64, 1800.00000, 959.837, 17.8762, 960.167, 18.1239, 914.54, 17.7046
64, 2700.00000, 1016.81, 18.1607, 1030.75, 18.3745, 972.762, 17.9362
65, 0.00000, 1027.53, 17.7954, 1051.84, 17.727, 990.245, 17.5239
65, 900.00000, 1084.4, 16.956, 1096.48, 16.8994, 1042.03, 16.5733
65, 1800.00000, 1040.79, 16.6219, 1026.28, 16.7964, 977.575, 16.32
65, 2700.00000, 1032.72, 16.583, 1021.14, 16.7056, 968.023, 16.4103
66, 0.00000, 1044.66, 16.6512, 1014.54, 16.6725, 981.921, 16.5159
66, 900.00000, 1163.81, 16.7787, 1121.03, 16.8714, 1084.55, 16.7117
